Player,Salary,Salary_Adj,Year
Chris Morris,"$650,000","$1,416,192",1991
Jayson Williams,"$650,000","$1,416,192",1991
Ed Nealy,"$650,000","$1,416,192",1991
Dwayne Schintzius,"$650,000","$1,416,192",1991
Chucky Brown,"$640,000","$1,394,404",1991
Jerome Lane,"$640,000","$1,394,404",1991
Tim Hardaway,"$640,000","$1,394,404",1991
Sam Mitchell,"$630,000","$1,372,617",1991
Michael Smith,"$625,000","$1,361,723",1991
Kevin Brooks,"$625,000","$1,361,723",1991
LaBradford Smith,"$620,000","$1,350,829",1991
Eric Leckner,"$618,000","$1,346,472",1991
John Turner,"$615,000","$1,339,935",1991
Sedale Threatt,"$612,000","$1,333,399",1991
Larry Krystkowiak,"$605,000","$1,318,148",1991
Bob Hansen,"$600,000","$1,307,254",1991
Brad Davis,"$600,000","$1,307,254",1991
Brad Sellers,"$600,000","$1,307,254",1991
Greg Dreiling,"$600,000","$1,307,254",1991
Larry Drew,"$600,000","$1,307,254",1991
Kevin Edwards,"$600,000","$1,307,254",1991
Rich King,"$600,000","$1,307,254",1991
Eric Murdock,"$600,000","$1,307,254",1991
Mookie Blaylock,"$575,000","$1,252,785",1991
Elden Campbell,"$575,000","$1,252,785",1991
Anthony Bonner,"$568,000","$1,237,534",1991
Todd Lichti,"$565,000","$1,230,997",1991
Jerome Kersey,"$561,000","$1,222,282",1991
Spud Webb,"$560,000","$1,220,104",1991
Steve Kerr,"$553,000","$1,204,852",1991
John Bagley,"$550,000","$1,198,316",1991
Rod Higgins,"$550,000","$1,198,316",1991
Randy Wittman,"$550,000","$1,198,316",1991
Jeff Turner,"$550,000","$1,198,316",1991
Stanley Roberts,"$550,000","$1,198,316",1991
Danny Young,"$550,000","$1,198,316",1991
Mark Alarie,"$550,000","$1,198,316",1991
Mark Acres,"$547,000","$1,191,780",1991
Dan Majerle,"$535,000","$1,165,635",1991
Rick Fox,"$525,000","$1,143,847",1991
Terrell Brandon,"$525,000","$1,143,847",1991
Winston Bennett,"$525,000","$1,143,847",1991
Otis Smith,"$525,000","$1,143,847",1991
Stuart Gray,"$520,000","$1,132,953",1991
Bill Hanzlik,"$508,000","$1,106,808",1991
Tom Tolbert,"$506,000","$1,102,451",1991
Les Jepsen,"$504,000","$1,098,093",1991
Duane Ferrell,"$500,000","$1,089,378",1991
Will Perdue,"$500,000","$1,089,378",1991
Alex English,"$500,000","$1,089,378",1991
Scott Hastings,"$500,000","$1,089,378",1991
Micheal Williams,"$500,000","$1,089,378",1991
Dana Barros,"$500,000","$1,089,378",1991
Dave Hoppen,"$500,000","$1,089,378",1991
Alaa Abdelnaby,"$494,000","$1,076,306",1991
Tate George,"$481,000","$1,047,982",1991
Anthony Cook,"$480,000","$1,045,803",1991
Henry James,"$477,000","$1,039,267",1991
Pete Chilcutt,"$475,000","$1,034,909",1991
Cliff Robinson,"$474,000","$1,032,730",1991
Negele Knight,"$469,000","$1,021,837",1991
Kenny Gattison,"$456,000","$993,513",1991
Brian Oliver,"$456,000","$993,513",1991
John Morton,"$450,000","$980,440",1991
Winston Garland,"$450,000","$980,440",1991
Brian Quinnett,"$450,000","$980,440",1991
Andrew Toney,"$450,000","$980,440",1991
Mark Bryant,"$450,000","$980,440",1991
Harvey Grant,"$450,000","$980,440",1991
Rickey Green,"$445,000","$969,546",1991
BJ Armstrong,"$435,000","$947,759",1991
Dale Davis,"$430,000","$936,865",1991
Shawn Kemp,"$430,000","$936,865",1991
Reggie Williams,"$425,000","$925,971",1991
Quintin Dailey,"$425,000","$925,971",1991
Lance Blanks,"$415,000","$904,184",1991
Kenny Payne,"$410,000","$893,290",1991
Mike Holton,"$400,000","$871,502",1991
Tony Smith,"$400,000","$871,502",1991
Scott Brooks,"$400,000","$871,502",1991
John Starks,"$400,000","$871,502",1991
Rod Strickland,"$400,000","$871,502",1991
Blue Edwards,"$390,000","$849,715",1991
Jeff Sanders,"$385,000","$838,821",1991
Terry Davis,"$382,000","$832,285",1991
Tree Rollins,"$375,000","$817,034",1991
Scott Williams,"$350,000","$762,565",1991
Steve Henson,"$350,000","$762,565",1991
Greg Foster,"$339,000","$738,598",1991
Bob Thornton,"$335,000","$729,883",1991
Mitchell Wiggins,"$335,000","$729,883",1991
Jon Sundvold,"$333,000","$725,526",1991
Vernon Maxwell,"$325,000","$708,096",1991
Carl Herrera,"$325,000","$708,096",1991
A.J. English,"$325,000","$708,096",1991
Jim Les,"$323,000","$703,738",1991
Rafael Addison,"$311,000","$677,593",1991
Doug West,"$310,000","$675,414",1991
Ken Bannister,"$300,000","$653,627",1991
Jack Haley,"$300,000","$653,627",1991
Dave Corzine,"$300,000","$653,627",1991
Kevin Pritchard,"$288,000","$627,481",1991
Matt Bullard,"$275,000","$599,158",1991
Kenny Williams,"$275,000","$599,158",1991
Walter Palmer,"$275,000","$599,158",1991
Ian Lockhart,"$263,000","$573,013",1991
Marcus Liberty,"$260,000","$566,476",1991
Grant Long,"$252,000","$549,046",1991
John Shasky,"$250,000","$544,689",1991
Kelvin Upshaw,"$250,000","$544,689",1991
Mark Hughes,"$250,000","$544,689",1991
Cedric Ceballos,"$250,000","$544,689",1991
Andy Toolson,"$250,000","$544,689",1991
David Wingate,"$250,000","$544,689",1991
Haywoode Workman,"$250,000","$544,689",1991
Delaney Rudd,"$240,000","$522,901",1991
David Benoit,"$230,000","$501,114",1991
Jim Paxson,"$225,000","$490,220",1991
Rodney Monroe,"$217,000","$472,790",1991
Bimbo Coles,"$212,000","$461,896",1991
Anthony Mason,"$210,000","$457,539",1991
Randy Brown,"$210,000","$457,539",1991
Keith Askins,"$202,000","$440,108",1991
Alan Ogg,"$202,000","$440,108",1991
Jimmy Oliver,"$200,000","$435,751",1991
Myron Brown,"$200,000","$435,751",1991
Tom Garrick,"$200,000","$435,751",1991
Tony Massenburg,"$200,000","$435,751",1991
Mike Iuzzolino,"$185,000","$403,070",1991
Mark Randall,"$180,000","$392,176",1991
LeRon Ellis,"$180,000","$392,176",1991
Jawann Oldham,"$175,000","$381,282",1991
Greg Sutton,"$175,000","$381,282",1991
Tom Copa,"$160,000","$348,601",1991
Doug Lee,"$150,000","$326,813",1991
Lamont Strothers,"$150,000","$326,813",1991
Dave Feitl,"$135,000","$294,132",1991
Vincent Askew,"$135,000","$294,132",1991
Gary Leonard,"$130,000","$283,238",1991
A.J. Wynder,"$130,000","$283,238",1991
Anthony Frederick,"$130,000","$283,238",1991
Darnell Valentine,"$130,000","$283,238",1991
Donald Hodge,"$130,000","$283,238",1991
Bob McCann,"$130,000","$283,238",1991
Charles Thomas,"$130,000","$283,238",1991
Mario Elie,"$130,000","$283,238",1991
Sean Green,"$130,000","$283,238",1991
Elliot Perry,"$130,000","$283,238",1991
Lanard Copeland,"$130,000","$283,238",1991
Tony Brown,"$130,000","$283,238",1991
Keith Owens,"$130,000","$283,238",1991
Bobby Phills,"$130,000","$283,238",1991
Patrick Eddie,"$130,000","$283,238",1991
Bart Kofoed,"$130,000","$283,238",1991
Marty Conlon,"$130,000","$283,238",1991
Derek Strong,"$130,000","$283,238",1991
Robert Reid,"$130,000","$283,238",1991
Tharon Mayes,"$130,000","$283,238",1991
Ennis Whatley,"$130,000","$283,238",1991
Robert Pack,"$130,000","$283,238",1991
Donald Royal,"$130,000","$283,238",1991
Morlon Wiley,"$130,000","$283,238",1991
Corey Crowder,"$130,000","$283,238",1991
Isaac Austin,"$130,000","$283,238",1991
Andre Turner,"$130,000","$283,238",1991
Larry Stewart,"$130,000","$283,238",1991
Rory Sparrow,"$126,000","$274,523",1991
Paul Graham,"$125,000","$272,344",1991
Kennard Winchester,"$120,000","$261,450",1991
Chuck Nevitt,"$118,000","$257,093",1991
Dan Godfread,"$100,000","$217,875",1991
David Robinson,"$5,720,000","$12,089,150",1992
Michael Jordan,"$4,000,000","$8,453,951",1992
Hot Rod Williams,"$3,786,000","$8,001,665",1992
Vlade Divac,"$3,633,000","$7,678,301",1992
Robert Parish,"$3,513,000","$7,424,682",1992
Dominique Wilkins,"$3,500,000","$7,397,207",1992
Kevin McHale,"$3,500,000","$7,397,207",1992
Scottie Pippen,"$3,425,000","$7,238,695",1992
Reggie Lewis,"$3,320,000","$7,016,779",1992
Patrick Ewing,"$3,300,000","$6,974,509",1992
Reggie Miller,"$3,211,000","$6,786,409",1992
Benoit Benjamin,"$3,175,000","$6,710,324",1992
Hakeem Olajuwon,"$3,170,000","$6,699,756",1992
Danny Ferry,"$3,143,000","$6,642,692",1992
Sam Perkins,"$3,047,000","$6,439,797",1992
Shaquille O'Neal,"$3,000,000","$6,340,463",1992
Brad Daugherty,"$2,923,000","$6,177,725",1992
Derrick Coleman,"$2,870,000","$6,065,710",1992
Karl Malone,"$2,854,000","$6,031,894",1992
Chris Mullin,"$2,844,000","$6,010,759",1992
Larry Nance,"$2,775,000","$5,864,928",1992
Ralph Sampson,"$2,685,000","$5,674,714",1992
Jerome Kersey,"$2,655,000","$5,611,310",1992
Sam Bowie,"$2,600,000","$5,495,068",1992
Danny Manning,"$2,600,000","$5,495,068",1992
Larry Johnson,"$2,540,000","$5,368,259",1992
Magic Johnson,"$2,500,000","$5,283,719",1992
Bernard King,"$2,500,000","$5,283,719",1992
Jon Koncak,"$2,450,000","$5,178,045",1992
Kevin Willis,"$2,425,000","$5,125,208",1992
Charles Barkley,"$2,420,000","$5,114,640",1992
Terry Cummings,"$2,407,000","$5,087,165",1992
Alonzo Mourning,"$2,400,000","$5,072,370",1992
Dikembe Mutombo,"$2,400,000","$5,072,370",1992
Dennis Scott,"$2,400,000","$5,072,370",1992
Hersey Hawkins,"$2,400,000","$5,072,370",1992
Rony Seikaly,"$2,382,000","$5,034,328",1992
Kenny Anderson,"$2,376,000","$5,021,647",1992
Mahmoud Abdul-Rauf,"$2,358,000","$4,983,604",1992
Dennis Rodman,"$2,350,000","$4,966,696",1992
Wayman Tisdale,"$2,333,000","$4,930,767",1992
Larry Bird,"$2,300,000","$4,861,022",1992
Armen Gilliam,"$2,300,000","$4,861,022",1992
Pervis Ellison,"$2,300,000","$4,861,022",1992
Isiah Thomas,"$2,272,000","$4,801,844",1992
Steve Smith,"$2,252,000","$4,759,574",1992
Moses Malone,"$2,230,000","$4,713,077",1992
Ron Harper,"$2,220,000","$4,691,943",1992
Kevin Duckworth,"$2,213,000","$4,677,148",1992
Bill Cartwright,"$2,200,000","$4,649,673",1992
Terry Porter,"$2,200,000","$4,649,673",1992
John Stockton,"$2,200,000","$4,649,673",1992
Gary Payton,"$2,183,000","$4,613,744",1992
Chuck Person,"$2,156,000","$4,556,679",1992
Otis Thorpe,"$2,102,000","$4,442,551",1992
Christian Laettner,"$2,100,000","$4,438,324",1992
Willie Anderson,"$2,075,000","$4,385,487",1992
Derek Harper,"$2,069,000","$4,372,806",1992
Mike Sanders,"$2,010,000","$4,248,109",1992
Rex Chapman,"$2,004,000","$4,235,429",1992
John Salley,"$2,002,000","$4,231,202",1992
Rik Smits,"$2,000,000","$4,226,975",1992
LaSalle Thompson,"$2,000,000","$4,226,975",1992
Ricky Pierce,"$2,000,000","$4,226,975",1992
Blair Rasmussen,"$1,988,000","$4,201,613",1992
Kenny Smith,"$1,983,000","$4,191,046",1992
Jeff Malone,"$1,980,000","$4,184,705",1992
Billy Owens,"$1,962,000","$4,146,663",1992
Kendall Gill,"$1,908,000","$4,032,534",1992
Horace Grant,"$1,900,000","$4,015,626",1992
LaPhonso Ellis,"$1,900,000","$4,015,626",1992
Stanley Roberts,"$1,900,000","$4,015,626",1992
Johnny Dawkins,"$1,900,000","$4,015,626",1992
Tom Chambers,"$1,885,000","$3,983,924",1992
Xavier McDaniel,"$1,869,000","$3,950,108",1992
Sherman Douglas,"$1,869,000","$3,950,108",1992
James Worthy,"$1,850,000","$3,909,952",1992
Kevin Johnson,"$1,850,000","$3,909,952",1992
Buck Williams,"$1,850,000","$3,909,952",1992
Doug Smith,"$1,845,000","$3,899,385",1992
Cliff Robinson,"$1,805,000","$3,814,845",1992
Fat Lever,"$1,802,000","$3,808,505",1992
Sean Elliott,"$1,802,000","$3,808,505",1992
Frank Brickowski,"$1,800,000","$3,804,278",1992
Jay Humphries,"$1,800,000","$3,804,278",1992
Mark Jackson,"$1,790,000","$3,783,143",1992
Micheal Williams,"$1,775,000","$3,751,440",1992
A.C. Green,"$1,750,000","$3,698,603",1992
Charles Shackleford,"$1,720,000","$3,635,199",1992
Sleepy Floyd,"$1,700,000","$3,592,929",1992
Mark Price,"$1,690,000","$3,571,794",1992
Manute Bol,"$1,650,000","$3,487,254",1992
Jeff Hornacek,"$1,646,000","$3,478,801",1992
Harvey Grant,"$1,625,000","$3,434,417",1992
Drazen Petrovic,"$1,615,000","$3,413,282",1992
Felton Spencer,"$1,610,000","$3,402,715",1992
Danny Schayes,"$1,600,000","$3,381,580",1992
Luc Longley,"$1,590,000","$3,360,445",1992
Glen Rice,"$1,552,000","$3,280,133",1992
Vernon Maxwell,"$1,542,000","$3,258,998",1992
Terry Davis,"$1,537,000","$3,248,430",1992
Chris Morris,"$1,510,000","$3,191,366",1992
Sam Vincent,"$1,510,000","$3,191,366",1992
Sarunas Marciulionis,"$1,500,000","$3,170,231",1992
Rolando Blackman,"$1,500,000","$3,170,231",1992
Lionel Simmons,"$1,464,000","$3,094,146",1992
Mike Gminski,"$1,415,000","$2,990,585",1992
Brian Shaw,"$1,413,000","$2,986,358",1992
Stacey King,"$1,400,000","$2,958,883",1992
Tyrone Hill,"$1,400,000","$2,958,883",1992
Detlef Schrempf,"$1,393,000","$2,944,088",1992
Michael Cage,"$1,390,000","$2,937,748",1992
Tony Campbell,"$1,383,000","$2,922,953",1992
Clyde Drexler,"$1,378,000","$2,912,386",1992
Vern Fleming,"$1,360,000","$2,874,343",1992
Mark Aguirre,"$1,351,000","$2,855,322",1992
Scott Skiles,"$1,348,000","$2,848,981",1992
Joe Dumars,"$1,339,000","$2,829,960",1992
Terry Mills,"$1,337,000","$2,825,733",1992
Mark Eaton,"$1,333,000","$2,817,279",1992
Danny Ainge,"$1,330,000","$2,810,938",1992
Todd Day,"$1,325,000","$2,800,371",1992
Bill Laimbeer,"$1,319,000","$2,787,690",1992
Spud Webb,"$1,317,000","$2,783,463",1992
Michael Adams,"$1,309,000","$2,766,555",1992
Sidney Green,"$1,288,000","$2,722,172",1992
Alton Lister,"$1,283,000","$2,711,604",1992
Alvin Robertson,"$1,283,000","$2,711,604",1992
Ken Norman,"$1,275,000","$2,694,697",1992
Doug West,"$1,275,000","$2,694,697",1992
Walt Williams,"$1,275,000","$2,694,697",1992
Mike Brown,"$1,275,000","$2,694,697",1992
Grant Long,"$1,258,000","$2,658,767",1992
Roy Hinson,"$1,250,000","$2,641,859",1992
James Edwards,"$1,250,000","$2,641,858",1992
Charles Smith,"$1,250,000","$2,641,859",1992
J.R. Reid,"$1,250,000","$2,641,859",1992
Tom Gugliotta,"$1,250,000","$2,641,859",1992
Antoine Carr,"$1,233,000","$2,605,930",1992
Mark Macon,"$1,228,000","$2,595,363",1992
Rumeal Robinson,"$1,225,000","$2,589,022",1992
Jim Petersen,"$1,221,000","$2,580,568",1992
Travis Mays,"$1,200,000","$2,536,185",1992
Kevin Gamble,"$1,200,000","$2,536,185",1992
Chris Dudley,"$1,200,000","$2,536,185",1992
John Paxson,"$1,200,000","$2,536,185",1992
Rod Strickland,"$1,200,000","$2,536,185",1992
Johnny Newman,"$1,175,000","$2,483,348",1992
Derrick McKey,"$1,162,000","$2,455,872",1992
Joe Kleine,"$1,150,000","$2,430,511",1992
Ed Pinckney,"$1,150,000","$2,430,511",1992
Stacey Augmon,"$1,138,000","$2,405,149",1992
Gary Grant,"$1,128,000","$2,384,014",1992
Orlando Woolridge,"$1,108,000","$2,341,744",1992
Loy Vaught,"$1,100,000","$2,324,836",1992
Byron Scott,"$1,100,000","$2,324,836",1992
Eddie Johnson,"$1,100,000","$2,324,836",1992
Kurt Rambis,"$1,100,000","$2,324,836",1992
Mark Bryant,"$1,100,000","$2,324,836",1992
Tyrone Corbin,"$1,100,000","$2,324,836",1992
Terry Catledge,"$1,086,000","$2,295,247",1992
Rodney McCray,"$1,075,000","$2,271,999",1992
Craig Ehlo,"$1,075,000","$2,271,999",1992
Greg Anthony,"$1,067,000","$2,255,091",1992
Charles Oakley,"$1,050,000","$2,219,162",1992
George McCloud,"$1,040,000","$2,198,027",1992
Andrew Lang,"$1,040,000","$2,198,027",1992
Mitch Richmond,"$1,036,000","$2,189,573",1992
Dave Jamerson,"$1,034,000","$2,185,346",1992
Bison Dele,"$1,011,000","$2,136,736",1992
Adam Keefe,"$1,000,000","$2,113,487",1992
Thurl Bailey,"$1,000,000","$2,113,487",1992
Mark West,"$1,000,000","$2,113,487",1992
Dale Ellis,"$1,000,000","$2,113,487",1992
Robert Horry,"$997,000","$2,107,147",1992
Reggie Williams,"$985,000","$2,081,785",1992
Ron Anderson,"$950,000","$2,007,813",1992
Duane Causwell,"$950,000","$2,007,813",1992
Victor Alexander,"$942,000","$1,990,905",1992
Randy White,"$930,000","$1,965,543",1992
William Bedford,"$925,000","$1,954,976",1992
Vinny Del Negro,"$920,000","$1,944,408",1992
Harold Miner,"$912,000","$1,927,500",1992
John Battle,"$910,000","$1,923,273",1992
Chris Gatling,"$910,000","$1,923,273",1992
Jerry Reynolds,"$910,000","$1,923,273",1992
Jerrod Mustaf,"$904,000","$1,910,593",1992
Gerald Glass,"$903,000","$1,908,479",1992
Anthony Bowie,"$900,000","$1,902,139",1992
Tim Perry,"$900,000","$1,902,139",1992
Doc Rivers,"$895,000","$1,891,571",1992
Lester Conner,"$890,000","$1,881,004",1992
Charles Jones,"$875,000","$1,849,301",1992
Fred Roberts,"$866,000","$1,830,280",1992
Dee Brown,"$865,000","$1,828,167",1992
Bo Kimble,"$865,000","$1,828,167",1992
Tom Hammonds,"$850,000","$1,796,464",1992
Bryant Stith,"$850,000","$1,796,464",1992
Olden Polynice,"$850,000","$1,796,464",1992
Stojko Vrankovic,"$831,000","$1,756,308",1992
Duane Ferrell,"$825,000","$1,743,627",1992
Willie Burton,"$802,000","$1,695,017",1992
Jayson Williams,"$800,000","$1,690,790",1992
Kevin Brooks,"$800,000","$1,690,790",1992
Carl Herrera,"$800,000","$1,690,790",1992
Pooh Richardson,"$800,000","$1,690,790",1992
John Williams,"$800,000","$1,690,790",1992
Nick Anderson,"$800,000","$1,690,790",1992
Clarence Weatherspoon,"$800,000","$1,690,790",1992
Ed Nealy,"$800,000","$1,690,790",1992
Sedale Threatt,"$796,000","$1,682,336",1992
Malik Sealy,"$790,000","$1,669,655",1992
Ledell Eackles,"$780,000","$1,648,520",1992
Greg Kite,"$775,000","$1,637,953",1992
Anthony Bonner,"$763,000","$1,612,591",1992
Alec Kessler,"$762,000","$1,610,477",1992
LaBradford Smith,"$760,000","$1,606,250",1992
Winston Garland,"$759,000","$1,604,136",1992
Dell Curry,"$750,000","$1,585,115",1992
Kevin Edwards,"$750,000","$1,585,115",1992
Nate McMillan,"$750,000","$1,585,115",1992
Darrell Walker,"$735,000","$1,553,413",1992
Dan Majerle,"$735,000","$1,553,413",1992
Tracy Murray,"$725,000","$1,532,278",1992
Dino Radja,"$711,000","$1,502,689",1992
Muggsy Bogues,"$700,000","$1,479,441",1992
Anthony Peeler,"$700,000","$1,479,441",1992
Eric Murdock,"$700,000","$1,479,441",1992
Brad Sellers,"$700,000","$1,479,441",1992
Jeff Turner,"$700,000","$1,479,441",1992
Tim Hardaway,"$690,000","$1,458,306",1992
Terrell Brandon,"$682,000","$1,441,398",1992
Mookie Blaylock,"$660,000","$1,394,901",1992
Tim McCormick,"$660,000","$1,394,901",1992
Rick Fox,"$650,000","$1,373,767",1992
Michael Smith,"$650,000","$1,373,767",1992
Donald Hodge,"$650,000","$1,373,767",1992
Greg Dreiling,"$650,000","$1,373,767",1992
Bimbo Coles,"$650,000","$1,373,767",1992
Shawn Kemp,"$650,000","$1,373,767",1992
Pete Chilcutt,"$630,000","$1,331,497",1992
Will Perdue,"$625,000","$1,320,929",1992
Scott Williams,"$613,000","$1,295,568",1992
Mario Elie,"$608,000","$1,285,000",1992
Tom Tolbert,"$606,000","$1,280,773",1992
Larry Krystkowiak,"$605,000","$1,278,660",1992
Maurice Cheeks,"$600,000","$1,268,092",1992
Bob Hansen,"$600,000","$1,268,092",1992
Scott Hastings,"$600,000","$1,268,092",1992
John Starks,"$600,000","$1,268,092",1992
Rich King,"$600,000","$1,268,092",1992
Kenny Gattison,"$598,000","$1,263,865",1992
Hubert Davis,"$588,000","$1,242,730",1992
Brad Lohaus,"$583,000","$1,232,163",1992
Sam Mitchell,"$575,000","$1,215,255",1992
Elden Campbell,"$575,000","$1,215,255",1992
Anthony Cook,"$570,000","$1,204,688",1992
Todd Lichti,"$565,180","$1,194,501",1992
Dale Davis,"$559,000","$1,181,439",1992
Tate George,"$551,000","$1,164,531",1992
John Bagley,"$550,000","$1,162,418",1992
Latrell Sprewell,"$550,000","$1,162,418",1992
Jeff Grayer,"$550,000","$1,162,418",1992
Steve Kerr,"$550,000","$1,162,418",1992
Buck Johnson,"$550,000","$1,162,418",1992
BJ Armstrong,"$540,000","$1,141,283",1992
Rafael Addison,"$522,000","$1,103,240",1992
Lee Mayberry,"$520,000","$1,099,013",1992
Oliver Miller,"$517,000","$1,092,673",1992
Les Jepsen,"$504,000","$1,065,197",1992
Paul Graham,"$500,000","$1,056,743",1992
Alaa Abdelnaby,"$500,000","$1,056,743",1992
Rick Mahorn,"$500,000","$1,056,743",1992
Gerald Wilkins,"$500,000","$1,056,743",1992
Byron Houston,"$500,000","$1,056,743",1992
Matt Bullard,"$500,000","$1,056,743",1992
Scott Brooks,"$500,000","$1,056,743",1992
Tree Rollins,"$500,000","$1,056,743",1992
Tod Murphy,"$500,000","$1,056,743",1992
Randy Woods,"$500,000","$1,056,743",1992
Anthony Avent,"$500,000","$1,056,743",1992
Jon Barry,"$500,000","$1,056,743",1992
Dana Barros,"$500,000","$1,056,743",1992
Eddie Lee Wilkins,"$500,000","$1,056,743",1992
Kenny Payne,"$500,000","$1,056,743",1992
Tim Kempton,"$500,000","$1,056,743",1992
Dave Johnson,"$500,000","$1,056,743",1992
Larry Smith,"$500,000","$1,056,743",1992
Larry Stewart,"$500,000","$1,056,743",1992
Lance Blanks,"$490,000","$1,035,609",1992
Henry James,"$477,000","$1,008,133",1992
Blue Edwards,"$475,000","$1,003,906",1992
Negele Knight,"$469,000","$991,225",1992
Don MacLean,"$463,000","$978,544",1992
Brian Oliver,"$456,000","$963,750",1992
Tony Smith,"$450,000","$951,069",1992
Greg Foster,"$439,000","$927,821",1992
Elmore Spencer,"$438,000","$925,707",1992
Herb Williams,"$430,000","$908,799",1992
Jim Les,"$413,000","$872,870",1992
A.J. English,"$406,000","$858,076",1992
Craig Hodges,"$400,000","$845,395",1992
Isaac Austin,"$400,000","$845,395",1992
Jack Haley,"$390,000","$824,260",1992
Sean Rooks,"$375,000","$792,557",1992
Jud Buechler,"$375,000","$792,557",1992
David Wood,"$375,000","$792,557",1992
Marcus Liberty,"$360,000","$760,855",1992
Sean Green,"$355,000","$750,288",1992
Trent Tucker,"$350,000","$739,720",1992
Cedric Ceballos,"$350,000","$739,720",1992
Mitchell Wiggins,"$335,000","$708,018",1992
Kenny Williams,"$325,000","$686,883",1992
Marlon Maxey,"$325,000","$686,883",1992
Randy Wittman,"$300,000","$634,046",1992
Chris Corchiani,"$300,000","$634,046",1992
David Benoit,"$300,000","$634,046",1992
Brent Price,"$283,000","$598,117",1992
